zip,geoid,state_name,county_name,city_name,aland,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,population_density_sq_mi,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,hh_families,hh_mc_families,hh_mc_with_own_children_under_18,hh_sp_families,hh_sp_with_own_children_under_18,hh_non_families
90029,86000US90029,California,Los Angeles,Los Angeles,"3,526,894","$41,998","$2,936","$60,177","$3,736","$25,449","$1,856",3.8%,1.0%,"$47,232","$11,301","$53,998","$2,678","$38,949","$4,021","$19,176","$3,368","13,997","4,222","3,710","2,411","1,417","1,334",372,531,"36,668","9,176","1,251",57,"6,340",64,38,465,"19,277","26,927.3","36,668","1,417","1,702","3,491","3,311","2,051","2,356","2,035","1,836","1,641","1,378","3,683","3,582","2,681","2,425","1,897","1,182",36.2,"27,921",26.1%,22.0%,21.8%,22.9%,7.2%,"7,145",17.9%,"22,148",7.8%,"15,365","$719,900","13,997","7,145","3,847","1,381","3,298","1,160","6,852"
90031,86000US90031,California,Los Angeles,Los Angeles,"8,944,278","$48,479","$3,802","$70,691","$4,671","$22,620","$1,570",4.3%,1.0%,"$55,909","$30,742","$60,273","$4,988","$50,502","$4,978","$25,827","$5,521","11,739","2,934","3,031","2,146","1,174","1,401",546,507,"39,916","3,128",615,36,"9,338",18,6,365,"26,410","11,558.4","39,916","2,208","2,659","3,436","2,486","2,762","2,413","1,866","2,585","2,057","2,672","3,626","3,050","3,077","2,082","1,618","1,319",35.6,"27,122",38.8%,20.5%,18.8%,15.4%,6.4%,"8,239",17.1%,"20,931",8.5%,"12,387","$550,000","11,739","8,239","4,865","2,099","3,374","1,397","3,500"
90032,86000US90032,California,Los Angeles,East Los Angeles; Los Angeles,"12,347,321","$57,225","$2,968","$74,960","$2,722","$22,803",$838,5.4%,1.1%,"$32,169","$12,812","$56,379","$6,786","$69,974","$6,901","$41,495","$6,262","13,493","2,887","3,074","2,400","1,679","1,820",909,724,"48,031","3,636",745,177,"5,201",7,127,578,"37,560","10,075.0","48,031","2,750","3,408","3,884","3,354","3,154","2,552","2,740","2,525","3,023","3,101","4,551","3,397","3,302","2,542","1,934","1,814",34.0,"31,449",33.7%,21.6%,24.5%,14.9%,5.3%,"9,999",16.0%,"24,716",8.6%,"14,274","$504,700","13,493","9,999","5,496","2,325","4,503","1,779","3,494"
90033,86000US90033,California,Los Angeles,Los Angeles,"8,462,418","$38,266","$1,931","$50,344","$1,939","$15,210",$825,1.6%,0.7%,"$28,158","$6,597","$40,739","$2,893","$45,015","$4,187","$23,514","$2,702","13,303","4,402","3,695","2,334","1,363","1,044",248,217,"49,155","1,245",841,81,"2,092",13,39,157,"44,687","15,044.3","49,155","3,433","4,224","4,091","3,119","3,655","2,542","1,850","2,621","3,611","4,421","4,109","2,958","2,743","2,678","1,648","1,452",31.1,"29,224",49.4%,23.3%,15.4%,8.9%,3.0%,"9,902",27.2%,"21,411",5.7%,"14,133","$434,200","13,303","9,902","4,865","2,129","5,037","2,758","3,401"
90034,86000US90034,California,Los Angeles,Los Angeles,"8,059,573","$75,714","$2,285","$98,799","$3,472","$48,244","$1,756",9.1%,1.0%,"$47,571","$5,413","$84,678","$3,336","$69,083","$7,344","$48,750","$5,301","25,248","3,574","4,764","4,121","4,058","4,340","2,085","2,306","53,861","21,312","5,374",115,"10,518",155,595,"1,984","13,808","17,308.5","53,861","2,229","2,044","5,863","6,016","3,441","2,885","2,082","1,863","1,858","1,828","6,560","7,092","4,394","2,448","1,925","1,333",34.0,"42,312",8.9%,10.7%,22.9%,34.3%,23.2%,"10,236",5.9%,"37,048",4.6%,"27,848","$983,300","25,248","10,236","7,548","3,059","2,688",901,"15,012"
90035,86000US90035,California,Los Angeles,Los Angeles,"5,304,338","$89,337","$4,946","$136,176","$8,617","$60,302","$4,061",18.4%,2.3%,"$51,659","$6,050","$103,971","$15,160","$105,625","$17,181","$44,344","$11,247","11,816","1,813","1,538","1,696","1,510","1,947","1,137","2,175","27,272","19,310","1,693",8,"2,027",10,104,"1,225","2,895","13,316.3","27,272","1,744","1,335","2,312","2,616","1,581","1,698","1,205","1,781","1,735","1,378","1,592","2,527","1,938","1,280","1,407","1,143",36.3,"19,676",5.0%,10.9%,20.8%,36.8%,26.5%,"5,579",4.5%,"15,694",3.7%,"13,857","$1,094,900","11,816","5,579","4,314","2,035","1,265",567,"6,237"
90036,86000US90036,California,Los Angeles,Los Angeles,"6,398,098","$80,539","$4,838","$119,531","$6,838","$59,781","$3,707",15.1%,1.9%,"$43,086","$15,435","$84,281","$7,546","$89,902","$10,707","$65,142","$10,621","18,559","2,884","2,409","3,281","2,294","3,225","1,656","2,810","37,965","23,954","2,203",22,"6,132",66,498,"1,115","3,975","15,368.5","37,965","2,026","1,308","4,664","4,539","3,205","1,545","1,655","1,483","1,836","1,432","3,037","4,190","2,864","1,978","1,244",959,34.8,"28,874",2.4%,8.5%,20.5%,42.7%,25.9%,"7,349",5.3%,"24,751",5.2%,"20,852","$1,504,000","18,559","7,349","5,842","2,444","1,507",665,"11,210"
90037,86000US90037,California,Los Angeles,Los Angeles,"7,348,156","$35,424","$1,912","$49,627","$2,360","$14,445",$653,1.2%,0.5%,"$25,862","$12,082","$37,161","$2,699","$38,423","$2,570","$21,484","$2,953","17,699","6,524","5,133","2,676","1,066","1,502",588,210,"67,640","1,101","10,703",103,742,0,278,602,"54,111","23,840.9","67,640","5,602","4,642","5,522","4,701","4,163","4,091","2,764","2,227","5,304","4,934","6,812","5,112","4,044","4,117","2,216","1,389",30.7,"41,374",47.6%,26.4%,19.0%,5.5%,1.5%,"12,598",29.6%,"31,197",7.7%,"18,682","$407,200","17,699","12,598","6,187","3,302","6,411","3,153","5,101"
90038,86000US90038,California,Los Angeles,Los Angeles; West Hollywood,"4,057,210","$47,116","$5,029","$63,529","$4,037","$28,564","$1,866",4.1%,1.0%,"$42,995","$27,151","$55,531","$4,840","$46,563","$7,418","$23,241","$5,727","12,229","3,781","2,529","2,400","1,388","1,332",298,501,"28,580","8,688","1,791",27,"1,396",0,135,"1,013","15,530","18,244.5","28,580","1,244","1,209","3,298","2,230","1,865","1,433","1,034",952,"1,364","1,206","3,319","3,687","2,475","1,532","1,122",610,33.9,"20,788",26.1%,19.3%,20.7%,27.5%,6.5%,"5,090",20.8%,"18,215",5.8%,"13,776","$821,600","12,229","5,090","3,071","1,315","2,019",864,"7,139"
90039,86000US90039,California,Los Angeles,Los Angeles,"9,764,930","$90,538","$6,023","$124,940","$7,442","$51,159","$3,226",16.9%,2.0%,"$55,625","$34,589","$107,774","$8,065","$84,535","$8,394","$53,125","$14,379","11,685","1,581","1,702","1,619","1,530","2,312",961,"1,980","29,510","11,636",370,279,"4,564",45,60,"1,168","11,388","7,827.0","29,510","1,275","1,104","2,001","2,602","2,523","1,898","1,634","1,699","1,533","1,154","1,973","3,565","2,068","1,938","1,287","1,256",39.2,"23,049",13.5%,12.8%,23.0%,33.0%,17.8%,"6,383",8.2%,"17,752",5.8%,"12,557","$854,200","11,685","6,383","4,764","1,967","1,619",475,"5,302"
90040,86000US90040,California,Los Angeles,Bell; Commerce; Vernon,"14,455,067","$47,120","$4,864","$63,795","$4,802","$19,476","$1,541",2.7%,1.4%,"$40,900","$9,140","$45,823","$14,115","$63,189","$5,745","$30,199","$9,148","3,461",812,"1,002",508,383,557,105,94,"12,328",184,195,109,54,0,15,56,"11,715","2,208.9","12,328",754,907,"1,111",790,762,810,577,638,729,863,"1,045",729,749,681,609,574,35.3,"8,169",42.0%,23.0%,25.4%,7.0%,2.6%,"2,616",13.5%,"5,688",5.0%,"3,608","$406,900","3,461","2,616","1,599",699,"1,017",421,845
90041,86000US90041,California,Los Angeles,Los Angeles,"9,343,717","$85,971","$5,564","$115,593","$8,392","$40,317","$2,904",12.8%,1.8%,"$54,886","$29,194","$108,042","$8,531","$94,688","$16,595","$51,571","$7,759","9,661","1,520","1,407","1,543",990,"1,844","1,118","1,239","29,090","8,682",611,50,"8,150",122,101,903,"10,471","8,063.5","29,090","1,393","1,944","1,841","2,039","1,875","1,921","1,855","2,279","1,568","1,488","2,227","2,305","1,931","1,845","1,579","1,000",38.8,"20,458",10.7%,14.3%,28.4%,32.1%,14.5%,"6,233",6.9%,"16,026",6.1%,"10,232","$735,100","9,661","6,233","4,476","1,721","1,757",601,"3,428"
90042,86000US90042,California,Los Angeles,Los Angeles,"12,036,777","$64,267","$2,355","$87,211","$3,091","$30,575","$1,225",7.8%,1.0%,"$30,776","$1,920","$75,292","$4,101","$70,241","$6,479","$38,672","$5,799","21,017","3,891","4,399","3,523","2,598","3,602","1,363","1,641","63,193","12,064","1,216",197,"8,295",46,324,"1,536","39,515","13,597.4","63,193","3,664","3,156","4,981","6,189","4,169","4,005","2,994","2,891","3,439","3,234","5,040","6,228","4,341","4,054","2,738","2,070",35.8,"45,988",23.2%,20.1%,24.5%,21.3%,11.0%,"13,204",11.3%,"36,632",6.8%,"22,061","$627,200","21,017","13,204","8,237","3,203","4,967","2,004","7,813"
90043,86000US90043,California,Los Angeles,Los Angeles; View Park-Windsor Hills,"10,705,825","$54,729","$3,093","$77,169","$3,773","$31,101","$1,608",7.1%,1.4%,"$40,670","$20,585","$53,438","$8,188","$58,866","$4,667","$45,719","$10,655","17,376","5,195","2,957","2,735","1,536","2,527","1,190","1,236","45,873","2,082","27,623",101,614,89,349,"1,143","13,872","11,097.7","45,873","2,047","2,526","2,923","3,000","3,202","3,739","3,309","2,936","2,601","2,793","3,738","3,236","2,261","3,233","2,484","1,845",40.1,"32,496",17.9%,21.5%,34.3%,16.0%,10.2%,"10,156",14.2%,"23,666",9.0%,"18,748","$556,400","17,376","10,156","5,651","2,314","4,505","1,511","7,220"
90044,86000US90044,California,Los Angeles,Los Angeles; West Athens; Westmont,"13,303,667","$35,981","$2,303","$51,524","$2,103","$16,278",$647,1.6%,0.5%,"$31,067","$4,176","$36,945","$3,141","$41,083","$3,834","$24,736","$4,391","29,029","10,683","7,638","4,028","2,880","2,689",637,474,"99,443",937,"32,064",176,648,35,259,659,"64,665","19,359.8","99,443","7,772","8,050","8,122","7,577","6,955","6,471","4,219","3,369","8,523","7,657","6,993","6,977","5,503","5,811","3,379","2,065",31.6,"59,728",37.8%,29.1%,25.2%,5.9%,2.0%,"20,686",26.2%,"43,456",7.1%,"30,461","$391,100","29,029","20,686","9,350","5,256","11,336","5,591","8,343"
90045,86000US90045,California,Los Angeles,Del Aire; Los Angeles,"27,794,039","$104,578","$5,392","$140,825","$7,578","$56,291","$2,768",22.0%,2.1%,"$25,417","$13,290","$119,839","$13,418","$131,532","$23,799","$74,872","$10,232","15,622","1,834","1,963","1,803","1,707","2,886","1,997","3,432","40,567","20,330","4,760",136,"5,682",78,219,"2,067","7,295","3,780.2","40,567","1,974","2,874","3,512","3,449","2,525","2,635","2,061","2,348","1,735","2,516","3,866","3,203","2,368","2,272","1,806","1,423",35.1,"27,233",2.4%,10.4%,26.4%,38.3%,22.5%,"8,888",4.6%,"23,436",5.0%,"17,133","$959,400","15,622","8,888","6,743","2,435","2,145",897,"6,734"
90046,86000US90046,California,Los Angeles,Los Angeles; West Hollywood,"14,981,233","$72,266","$4,560","$114,923","$4,822","$67,271","$3,264",14.3%,1.3%,"$36,379","$6,240","$81,991","$6,874","$83,396","$6,316","$28,995","$5,774","29,025","5,983","4,778","4,121","3,207","4,590","2,181","4,165","50,900","37,185","2,397",78,"3,097",80,61,"2,302","5,700","8,799.7","50,900","1,112",928,"5,635","5,116","3,181","2,553","1,839","2,800","1,223",808,"4,901","7,684","4,637","3,800","2,497","2,186",38.2,"44,064",3.2%,11.3%,24.0%,43.0%,18.5%,"8,136",3.8%,"36,833",6.6%,"31,822","$1,183,200","29,025","8,136","6,789","1,793","1,347",438,"20,889"
90047,86000US90047,California,Los Angeles,Los Angeles; West Athens; Westmont,"12,252,022","$52,605","$3,309","$66,946","$3,505","$25,360","$1,511",2.9%,0.8%,"$25,951","$12,081","$61,845","$5,284","$53,764","$6,172","$45,453","$4,425","17,893","4,710","3,871","3,166","2,151","2,605",878,512,"51,411","1,073","30,388",57,223,80,112,"1,199","18,279","10,867.9","51,411","3,595","2,905","3,523","3,893","3,426","4,069","3,376","3,689","3,133","2,730","3,778","3,310","2,996","2,905","2,191","1,892",38.4,"35,204",21.7%,26.5%,36.4%,10.1%,5.2%,"11,561",11.7%,"24,907",8.5%,"18,802","$433,700","17,893","11,561","5,416","1,969","6,145","2,006","6,332"
90048,86000US90048,California,Los Angeles,Los Angeles; West Hollywood,"4,884,083","$100,586","$7,142","$148,754","$9,878","$81,692","$5,148",20.3%,2.4%,"$67,679","$38,124","$114,819","$11,218","$103,750","$21,254","$58,360","$12,229","11,636","1,322","1,234","1,864","1,357","2,432","1,061","2,366","21,489","15,991",733,91,"1,707",13,41,"1,048","1,865","11,395.4","21,489",763,398,"2,687","2,624","1,435","1,124","1,101","1,634",717,256,"1,597","2,573","1,722","1,163",790,905,37.7,"18,393",3.9%,7.8%,19.8%,43.7%,24.8%,"4,239",2.9%,"14,721",5.1%,"13,344","$1,229,900","11,636","4,239","3,555","1,110",684,247,"7,397"
90049,86000US90049,California,Los Angeles,Los Angeles,"38,899,404","$129,688","$7,907","$226,246","$12,759","$105,369","$4,980",33.5%,2.1%,"$56,106","$18,547","$127,075","$9,790","$157,683","$19,170","$126,827","$22,387","16,720","1,918","1,321","1,626","1,822","2,624","1,804","5,605","36,418","29,433",584,52,"2,874",0,81,"1,353","2,041","2,424.8","36,418","1,715","1,951","2,879","2,985","2,847","2,272","2,326","2,715","1,881","1,705","2,035","2,587","2,216","2,178","1,796","2,330",40.6,"27,447",2.2%,4.9%,14.2%,39.7%,39.0%,"8,312",3.3%,"20,784",4.5%,"18,367","$2,000,001","16,720","8,312","6,950","2,765","1,362",681,"8,408"
90056,86000US90056,California,Los Angeles,Ladera Heights; Los Angeles; View Park-Windsor Hills,"4,090,957","$92,656","$14,169","$125,019","$17,414","$57,289","$6,510",21.3%,6.2%,-$1,-$1,"$61,542","$52,182","$109,792","$41,726","$86,875","$19,956","3,412",607,370,437,416,539,315,728,"7,649",871,"5,237",0,361,0,0,493,687,"4,842.6","7,649",360,507,598,387,579,564,766,925,214,402,224,196,462,579,308,578,49.3,"5,824",4.5%,11.8%,31.7%,25.4%,26.5%,"1,939",3.0%,"4,196",9.9%,"3,585","$991,300","3,412","1,939","1,355",468,584,153,"1,473"
90057,86000US90057,California,Los Angeles,Los Angeles,"2,293,708","$37,700","$2,403","$48,449","$1,820","$18,216",$778,1.1%,0.5%,"$41,494","$7,189","$43,246","$3,090","$40,353","$2,418","$19,623","$1,618","17,298","5,884","4,835","3,011","1,814","1,301",255,198,"50,152","3,492","1,930",139,"8,979",121,89,534,"34,868","56,630.2","50,152","3,012","2,586","3,486","4,225","2,854","2,480","2,180","1,988","3,398","3,166","5,562","5,614","3,557","2,774","1,839","1,431",33.5,"34,038",42.8%,18.8%,18.2%,15.9%,4.4%,"9,692",26.5%,"29,023",7.0%,"18,360","$457,000","17,298","9,692","4,725","2,310","4,967","2,342","7,606"
90058,86000US90058,California,Los Angeles,Bell; Huntington Park; Los Angeles; Vernon,"15,040,197","$21,964","$15,977","$37,195","$8,534","$10,433","$2,469",0.1%,0.3%,-$1,-$1,"$31,813","$11,102","$18,964","$9,791",-$1,-$1,706,363,155,92,61,34,0,1,"2,718",63,184,0,3,7,0,9,"2,452",468.1,"2,718",392,307,173,203,200,246,34,25,192,370,72,218,103,114,25,44,22.7,"1,317",56.6%,24.3%,13.4%,2.2%,3.4%,510,52.4%,"1,018",14.0%,789,"$328,400",706,510,130,47,380,289,196
90059,86000US90059,California,Los Angeles,Compton; Los Angeles; West Rancho Dominguez; Willowbrook,"8,581,852","$44,838","$3,690","$56,541","$3,219","$14,807",$874,1.3%,0.8%,-$1,-$1,"$45,034","$6,391","$47,577","$4,027","$32,604","$10,214","10,906","3,439","2,601","2,112","1,061","1,176",376,141,"46,185",458,"12,823",2,118,0,123,443,"32,218","13,938.6","46,185","4,002","4,509","3,880","3,638","2,580","2,895","1,665","1,122","4,595","4,351","3,294","3,119","2,126","2,088","1,436",885,27.7,"25,057",40.3%,27.6%,24.5%,5.6%,2.0%,"8,702",24.2%,"19,742",10.7%,"11,363","$348,100","10,906","8,702","4,018","2,051","4,684","2,510","2,204"
90061,86000US90061,California,Los Angeles,Los Angeles; West Rancho Dominguez,"6,893,902","$42,500","$7,319","$57,231","$4,233","$16,848","$1,239",1.6%,1.1%,-$1,-$1,"$41,765","$10,440","$50,393","$3,865","$24,688","$6,257","7,396","2,479","1,695","1,251",829,759,263,120,"27,873",369,"7,959",28,190,13,117,520,"18,677","10,471.7","27,873","2,221","1,922","2,796","1,890","2,031","1,517","1,104","1,146","2,254","1,920","2,120","2,046","1,669","1,575","1,034",628,31.2,"17,375",42.2%,25.0%,25.4%,5.7%,1.7%,"5,673",23.6%,"12,690",5.7%,"7,674","$361,500","7,396","5,673","2,769","1,493","2,904","1,267","1,723"
90062,86000US90062,California,Los Angeles,Los Angeles,"5,008,333","$49,443","$4,322","$67,726","$5,025","$20,879","$1,454",2.4%,0.9%,"$43,938","$36,137","$48,583","$8,503","$54,538","$8,785","$44,224","$5,400","10,063","2,519","2,566","1,616","1,305","1,419",396,242,"35,916",777,"11,053",43,766,0,250,398,"22,629","18,573.4","35,916","2,171","2,183","3,090","2,853","2,457","2,663","1,888","1,410","2,493","2,385","2,927","2,460","2,225","2,069","1,604","1,038",34.6,"23,809",35.9%,25.2%,25.7%,10.3%,2.8%,"7,106",15.1%,"18,227",4.5%,"10,680","$444,000","10,063","7,106","3,554","1,365","3,552","1,387","2,957"
90063,86000US90063,California,Los Angeles,East Los Angeles; Los Angeles,"8,475,626","$48,559","$2,929","$63,963","$2,981","$17,698",$863,2.2%,0.7%,"$43,314","$2,408","$48,853","$5,148","$62,179","$3,115","$28,788","$2,507","13,686","2,891","4,114","2,584","1,750","1,628",417,302,"53,980","1,440",147,26,561,18,45,66,"51,677","16,495.2","53,980","4,095","4,047","4,411","3,991","3,235","3,105","2,236","2,249","3,808","4,076","4,763","4,210","3,539","2,726","2,044","1,445",31.9,"33,405",46.4%,22.9%,20.3%,8.4%,2.0%,"11,007",15.6%,"25,891",8.0%,"14,394","$406,600","13,686","11,007","6,596","3,229","4,411","1,766","2,679"
90064,86000US90064,California,Los Angeles,Los Angeles,"10,388,700","$102,117","$6,756","$163,066","$8,624","$71,214","$4,095",26.5%,2.6%,"$48,145","$33,931","$109,320","$15,858","$128,155","$18,812","$62,458","$13,069","11,083","1,634","1,398","1,285","1,100","1,530","1,199","2,937","25,925","15,792",738,72,"4,684",35,13,993,"3,598","6,463.3","25,925","1,332",957,"1,826","1,883","2,012","1,954","1,350","1,780","1,708","1,291","1,777","2,041","1,961","1,454","1,232","1,367",40.3,"19,106",5.8%,8.6%,17.8%,36.1%,31.7%,"5,795",4.7%,"14,411",3.3%,"11,998","$1,178,000","11,083","5,795","4,809","2,138",986,442,"5,288"
90065,86000US90065,California,Los Angeles,Los Angeles,"13,672,051","$67,479","$4,363","$98,376","$4,074","$34,334","$1,441",10.9%,1.3%,"$38,594","$17,482","$80,262","$9,250","$72,917","$6,837","$54,707","$6,919","15,414","2,688","2,970","2,521","1,748","2,452","1,353","1,682","46,461","10,159",931,0,"7,215",4,146,989,"27,017","8,801.4","46,461","2,740","2,192","3,453","3,953","3,312","2,725","2,204","2,664","2,737","2,454","3,636","3,917","3,655","2,852","2,118","1,849",37.2,"33,144",22.7%,18.5%,22.8%,24.5%,11.5%,"10,163",11.0%,"26,492",7.6%,"16,429","$706,900","15,414","10,163","6,816","2,768","3,347","1,388","5,251"
90066,86000US90066,California,Los Angeles,Culver City; Los Angeles,"12,745,916","$83,899","$3,468","$117,608","$4,246","$52,713","$2,025",15.5%,1.3%,"$54,226","$11,951","$94,722","$6,001","$93,096","$6,347","$53,650","$5,858","25,785","3,516","4,046","3,931","3,594","4,372","2,338","3,988","59,167","28,510","2,475",163,"7,987",130,291,"2,717","16,894","12,022.8","59,167","3,009","1,934","4,875","5,320","4,317","3,676","3,065","3,166","2,673","2,648","4,564","6,230","4,458","3,616","3,093","2,523",38.1,"45,585",11.7%,11.4%,22.4%,32.5%,22.0%,"13,226",6.9%,"36,137",5.4%,"26,937","$1,121,400","25,785","13,226","9,927","3,787","3,299","1,223","12,559"
90067,86000US90067,California,Los Angeles,Los Angeles,"849,911","$118,393","$42,425","$217,532","$53,970","$129,379","$31,434",31.0%,7.5%,-$1,-$1,"$105,699","$54,274","$115,268","$52,760","$134,779","$46,691","1,421",214,227,106,37,205,191,441,"2,428","1,806",35,0,440,0,32,39,76,"7,399.0","2,428",46,19,127,115,82,173,231,518,64,62,73,72,95,108,119,524,66.4,"2,185",1.1%,6.9%,23.2%,39.4%,29.4%,623,1.4%,985,6.2%,"2,042","$1,146,700","1,421",623,533,76,90,44,798
90068,86000US90068,California,Los Angeles,Los Angeles,"20,067,144","$88,535","$8,617","$157,859","$10,784","$86,299","$6,044",24.0%,2.4%,-$1,-$1,"$83,634","$6,769","$108,628","$12,098","$94,440","$19,638","11,316","1,679","1,726","1,412","1,135","1,692",953,"2,719","21,092","15,798",789,0,"1,307",11,147,818,"2,222","2,722.3","21,092",728,631,"1,556","1,953","1,707","1,646","1,046","1,024",638,394,"1,619","1,918","2,003","2,251","1,235",743,42.5,"17,733",3.6%,8.0%,22.7%,40.8%,24.9%,"3,880",1.8%,"14,729",9.1%,"13,943","$1,228,400","11,316","3,880","3,265","1,093",615,212,"7,436"
90069,86000US90069,California,Los Angeles,Los Angeles; West Hollywood,"5,475,727","$93,380","$6,097","$145,432","$13,991","$92,082","$8,294",19.8%,2.8%,"$48,958","$17,578","$107,681","$4,007","$101,622","$8,785","$56,113","$11,171","12,488","1,826","1,700","1,677","1,514","2,216","1,079","2,476","20,230","15,279",656,12,"1,453",49,60,938,"1,783","9,568.7","20,230",267,316,"1,696","1,912","1,133",987,981,"1,065",374,222,"1,737","2,762","1,855","2,266","1,629","1,028",42.9,"18,195",1.3%,11.3%,19.9%,43.3%,24.1%,"3,009",2.3%,"15,182",4.9%,"14,447","$846,700","12,488","3,009","2,262",428,747,245,"9,479"
90071,86000US90071,California,Los Angeles,Los Angeles,"319,156","$61,875","$36,888","$76,692","$40,873","$72,511","$36,216",10.1%,18.2%,-$1,-$1,"$80,862","$30,895",-$1,-$1,-$1,-$1,119,5,32,30,40,0,0,12,126,40,32,0,40,0,0,0,14,"1,022.5",126,0,0,0,0,32,2,0,7,0,0,42,11,29,3,0,0,41.3,126,4.0%,7.1%,48.4%,23.8%,16.7%,2,0.0%,116,0.0%,119,-$1,119,2,0,0,2,0,117
90073,86000US90073,California,Los Angeles,,"878,300",-$1,-$1,-$1,-$1,"$12,667","$2,458",-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,953,365,237,0,106,0,0,38,207,"2,810.3",953,0,0,24,28,20,19,2,2,0,8,93,116,89,211,228,113,56.0,937,23.3%,29.7%,37.1%,8.4%,1.5%,0,0.0%,180,40.0%,10,-$1,0,0,0,0,0,0,0
90077,86000US90077,California,Los Angeles,Los Angeles,"18,991,437","$209,531","$31,301","$330,006","$43,063","$126,291","$16,955",51.8%,5.7%,-$1,-$1,"$250,001",-$1,"$233,839","$49,903","$160,428","$41,206","3,173",139,172,146,276,406,391,"1,643","8,382","6,696",229,0,713,0,0,430,314,"1,143.1","8,382",472,489,284,422,629,620,637,735,616,459,235,307,585,540,584,768,48.5,"6,019",3.8%,6.7%,10.3%,34.9%,44.3%,"2,348",2.8%,"3,924",4.4%,"3,791","$2,000,001","3,173","2,348","2,070",769,278,136,825
90079,86000US90079,California,Los Angeles,Los Angeles,"25,585",-$1,-$1,-$1,-$1,-$1,-$1,-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0,0.0%,0,-$1,0,0,0,0,0,0,0
90089,86000US90089,California,Los Angeles,Los Angeles,"742,761",-$1,-$1,-$1,-$1,"$7,447","$6,595",0.0%,100.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,9,9,0,0,0,0,0,0,"3,786","1,616",260,0,"1,190",20,34,105,561,"13,201.7","3,786",0,"1,674",288,0,0,5,0,0,0,"1,457",361,1,0,0,0,0,19.1,35,0.0%,14.3%,42.9%,37.1%,5.7%,5,100.0%,"1,032",32.8%,19,-$1,9,5,0,0,5,0,4
90090,86000US90090,California,Los Angeles,Los Angeles,"599,382",-$1,-$1,-$1,-$1,-$1,-$1,-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0,0.0%,0,-$1,0,0,0,0,0,0,0
90094,86000US90094,California,Los Angeles,Los Angeles,"1,578,966","$155,417","$25,804","$210,426","$22,552","$93,577","$12,056",42.7%,6.2%,"$2,499",-$1,"$198,594","$43,318","$149,091","$41,219","$133,200","$39,443","4,361",462,262,258,418,699,402,"1,860","9,827","5,045",646,0,"2,553",0,0,368,"1,215","16,119.3","9,827","1,123",231,615,"1,354",815,552,185,360,793,189,309,"1,460",985,360,221,275,36.2,"7,179",0.8%,1.3%,16.4%,42.1%,39.5%,"2,261",3.6%,"5,577",3.5%,"4,663","$1,030,600","4,361","2,261","1,832",880,429,187,"2,100"
90095,86000US90095,California,Los Angeles,Los Angeles,"1,029,087",-$1,-$1,-$1,-$1,-$1,-$1,-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0,0.0%,0,-$1,0,0,0,0,0,0,0
